run_name,region,output_path
curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d1024-L11-B256,us-central2,gs://marin-us-central2/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d1024-L11-B256
curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d1536-L16-B64,us-central2,gs://marin-us-central2/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d1536-L16-B64
curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d2432-L24-B32,us-central2,gs://marin-us-central2/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d2432-L24-B32
curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d512-L6-B512,us-central2,gs://marin-us-central2/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+19-d512-L6-B512
curation-lpv11_fastpipe_v1-expFM_natural-9e+20-d2432-L24-B256,us-central1,gs://marin-us-central1/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+20-d2432-L24-B256
curation-lpv11_fastpipe_v1-expFM_natural-9e+20-d3584-L35-B128,us-central1,gs://marin-us-central1/checkpoints/isoflop-curation/curation-lpv11_fastpipe_v1-expFM_natural-9e+20-d3584-L35-B128
curation-resiliparse_10k-expFM_natural-1e+17-d512-L6-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-1e+17-d512-L6-B8
curation-resiliparse_10k-expFM_natural-2e+18-d1024-L11-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+18-d1024-L11-B8
curation-resiliparse_10k-expFM_natural-2e+18-d512-L6-B16,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+18-d512-L6-B16
curation-resiliparse_10k-expFM_natural-2e+19-d1024-L11-B32,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+19-d1024-L11-B32
curation-resiliparse_10k-expFM_natural-2e+19-d1536-L16-B16,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+19-d1536-L16-B16
curation-resiliparse_10k-expFM_natural-2e+19-d2432-L24-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+19-d2432-L24-B8
curation-resiliparse_10k-expFM_natural-2e+19-d512-L6-B128,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+19-d512-L6-B128
curation-resiliparse_10k-expFM_natural-2e+19-d512-L6-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+19-d512-L6-B64
curation-resiliparse_10k-expFM_natural-2e+20-d1024-L11-B512,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+20-d1024-L11-B512
curation-resiliparse_10k-expFM_natural-2e+20-d1536-L16-B128,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+20-d1536-L16-B128
curation-resiliparse_10k-expFM_natural-2e+20-d2432-L24-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+20-d2432-L24-B64
curation-resiliparse_10k-expFM_natural-2e+20-d3584-L35-B16,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+20-d3584-L35-B16
curation-resiliparse_10k-expFM_natural-2e+20-d512-L6-B1024,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+20-d512-L6-B1024
curation-resiliparse_10k-expFM_natural-2e+21-d1536-L16-B1024,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+21-d1536-L16-B1024
curation-resiliparse_10k-expFM_natural-2e+21-d2432-L24-B256,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+21-d2432-L24-B256
curation-resiliparse_10k-expFM_natural-2e+21-d3584-L35-B128,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-2e+21-d3584-L35-B128
curation-resiliparse_10k-expFM_natural-3e+17-d512-L6-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+17-d512-L6-B8
curation-resiliparse_10k-expFM_natural-3e+18-d1024-L11-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+18-d1024-L11-B8
curation-resiliparse_10k-expFM_natural-3e+18-d1536-L16-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+18-d1536-L16-B8
curation-resiliparse_10k-expFM_natural-3e+18-d512-L6-B32,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+18-d512-L6-B32
curation-resiliparse_10k-expFM_natural-3e+19-d1024-L11-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+19-d1024-L11-B64
curation-resiliparse_10k-expFM_natural-3e+19-d1536-L16-B32,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+19-d1536-L16-B32
curation-resiliparse_10k-expFM_natural-3e+19-d2432-L24-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+19-d2432-L24-B8
curation-resiliparse_10k-expFM_natural-3e+19-d512-L6-B256,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+19-d512-L6-B256
curation-resiliparse_10k-expFM_natural-3e+20-d1024-L11-B512,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+20-d1024-L11-B512
curation-resiliparse_10k-expFM_natural-3e+20-d1536-L16-B256,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+20-d1536-L16-B256
curation-resiliparse_10k-expFM_natural-3e+20-d2432-L24-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+20-d2432-L24-B64
curation-resiliparse_10k-expFM_natural-3e+20-d3584-L35-B32,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+20-d3584-L35-B32
curation-resiliparse_10k-expFM_natural-3e+20-d512-L6-B2048,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-3e+20-d512-L6-B2048
curation-resiliparse_10k-expFM_natural-9e+17-d1024-L11-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+17-d1024-L11-B8
curation-resiliparse_10k-expFM_natural-9e+17-d512-L6-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+17-d512-L6-B8
curation-resiliparse_10k-expFM_natural-9e+18-d1024-L11-B16,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+18-d1024-L11-B16
curation-resiliparse_10k-expFM_natural-9e+18-d1536-L16-B8,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+18-d1536-L16-B8
curation-resiliparse_10k-expFM_natural-9e+18-d512-L6-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+18-d512-L6-B64
curation-resiliparse_10k-expFM_natural-9e+19-d1024-L11-B256,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+19-d1024-L11-B256
curation-resiliparse_10k-expFM_natural-9e+19-d1536-L16-B64,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+19-d1536-L16-B64
curation-resiliparse_10k-expFM_natural-9e+19-d2432-L24-B32,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+19-d2432-L24-B32
curation-resiliparse_10k-expFM_natural-9e+19-d512-L6-B512,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+19-d512-L6-B512
curation-resiliparse_10k-expFM_natural-9e+20-d1536-L16-B1024,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+20-d1536-L16-B1024
curation-resiliparse_10k-expFM_natural-9e+20-d2432-L24-B256,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+20-d2432-L24-B256
curation-resiliparse_10k-expFM_natural-9e+20-d3584-L35-B128,us-east5,gs://marin-us-east5/checkpoints/isoflop-curation/curation-resiliparse_10k-expFM_natural-9e+20-d3584-L35-B128
